,name,lon,lat,zNum,carCap,carDisCap,address
260,Парковка №0303 (213),37.603106,55.754038,0303,7,0,"Малый Кисловский переулок, дом 3, строение 1"
261,Парковка №0303 (213),37.602884,55.754497,0303,7,0,"Малый Кисловский переулок, дом 3, строение 1"
262,,,,,,,
263,Парковка №0303 (249),37.585465,55.759422,0303,7,0,"Малая Никитская улица, дом 33"
264,Парковка №0303 (249),37.586374,55.759266,0303,7,0,"Малая Никитская улица, дом 33"
265,,,,,,,
266,Парковка №0303 (246),37.586872,55.759184,0303,7,0,"Малая Никитская улица, дом 29"
267,Парковка №0303 (246),37.587677,55.759053,0303,7,0,"Малая Никитская улица, дом 29"
268,,,,,,,
269,Парковка №0303 (245),37.590715,55.758577,0303,11,2,"Малая Никитская улица, дом 19, строение 2"
270,Парковка №0303 (245),37.59188,55.758454,0303,11,2,"Малая Никитская улица, дом 19, строение 2"
271,,,,,,,
272,Парковка №0303 (242),37.592012,55.758439,0303,10,0,"Малая Никитская улица, дом 15"
273,Парковка №0303 (242),37.5932972,55.7582743,0303,10,0,"Малая Никитская улица, дом 15"
274,,,,,,,
275,Парковка №0303 (330),37.598718,55.762952,0303,11,2,"Богословский переулок, дом 5"
276,Парковка №0303 (330),37.59941,55.762481,0303,11,2,"Богословский переулок, дом 5"
277,,,,,,,
278,Парковка №0303 (352),37.594909,55.764759,0303,7,0,"Большой Козихинский переулок, дом 22, строение 1"
279,Парковка №0303 (352),37.595262,55.764428,0303,7,0,"Большой Козихинский переулок, дом 22, строение 1"
280,,,,,,,
281,Парковка №0303 (362),37.597842,55.763831,0303,7,0,"Большой Палашёвский переулок, дом 5/1"
282,Парковка №0303 (362),37.598463,55.764083,0303,7,0,"Большой Палашёвский переулок, дом 5/1"
283,,,,,,,
284,Парковка №0303 (24),37.590911,55.762112,0303,10,2,"Большой Патриарший переулок, дом 3, строение 1"
285,Парковка №0303 (24),37.591646,55.762554,0303,10,2,"Большой Патриарший переулок, дом 3, строение 1"
286,,,,,,,
287,Парковка №0303 (52),37.589368,55.76314,0303,9,2,"Ермолаевский переулок, дом 6"
288,Парковка №0303 (52),37.590017,55.763557,0303,9,2,"Ермолаевский переулок, дом 6"
289,,,,,,,
290,Парковка №0303 (343),37.595075,55.766433,0303,7,0,"Ермолаевский переулок, дом 28, строение 1"
291,Парковка №0303 (343),37.595387,55.766424,0303,7,0,"Ермолаевский переулок, дом 28, строение 1"
292,Парковка №0303 (343),37.595703,55.766385,0303,7,0,"Ермолаевский переулок, дом 28, строение 1"
293,,,,,,,
294,Парковка №0303 (81),37.594292,55.763979,0303,7,2,"Малый Козихинский переулок, дом 4"
295,Парковка №0303 (81),37.595193,55.764254,0303,7,2,"Малый Козихинский переулок, дом 4"
296,,,,,,,
297,Парковка №0303 (231),37.592366,55.761301,0303,8,3,"улица Спиридоновка, дом 20, строение 1"
298,Парковка №0303 (231),37.592651,55.761144,0303,8,3,"улица Спиридоновка, дом 20, строение 1"
299,Парковка №0303 (231),37.592951,55.760959,0303,8,3,"улица Спиридоновка, дом 20, строение 1"
300,Парковка №0303 (231),37.59323,55.760763,0303,8,3,"улица Спиридоновка, дом 20, строение 1"
301,,,,,,,
302,Парковка №0303 (153),37.5922446,55.7615099,0303,8,2,"улица Спиридоновка, дом 24/1"
303,Парковка №0303 (153),37.5929603,55.7618111,0303,8,2,"улица Спиридоновка, дом 24/1"
304,,,,,,,
305,Парковка №0303 (323),37.593954,55.762105,0303,10,0,"Спиридоньевский переулок, дом 6"
306,Парковка №0303 (323),37.595018,55.762487,0303,10,0,"Спиридоньевский переулок, дом 6"
307,,,,,,,
308,Парковка №0303 (320),37.593705,55.762063,0303,11,0,"Спиридоньевский переулок, дом 7"
309,Парковка №0303 (320),37.594713,55.762417,0303,11,0,"Спиридоньевский переулок, дом 7"
310,,,,,,,
311,Парковка №0303 (310),37.583362,55.758177,0303,10,0,"Кудринский переулок, дом 3Б, строение 2"
312,Парковка №0303 (310),37.582362,55.758376,0303,10,0,"Кудринский переулок, дом 3Б, строение 2"
313,,,,,,,
314,Парковка №0303 (342),37.570286,55.755068,0303,9,0,"Глубокий переулок, дом 1/2"
315,Парковка №0303 (342),37.570244,55.755019,0303,9,0,"Глубокий переулок, дом 1/2"
316,Парковка №0303 (342),37.570034,55.754708,0303,9,0,"Глубокий переулок, дом 1/2"
317,,,,,,,
318,Парковка №0303 (254),37.575966,55.759272,0303,7,3,"Дружинниковская улица, дом 15"
319,Парковка №0303 (254),37.575937,55.759611,0303,7,3,"Дружинниковская улица, дом 15"
320,Парковка №0303 (254),37.575914,55.75981,0303,7,3,"Дружинниковская улица, дом 15"
321,,,,,,,
322,Парковка №0303 (325),37.568201,55.755381,0303,10,0,"улица Николаева, дом 4"
323,Парковка №0303 (325),37.56782,55.754742,0303,10,0,"улица Николаева, дом 4"
324,,,,,,,
325,Парковка №0303 (327),37.568448,55.756014,0303,9,3,"улица Николаева, дом 3"
326,Парковка №0303 (327),37.568127,55.755423,0303,9,3,"улица Николаева, дом 3"
327,,,,,,,
328,Парковка №0303 (328),37.569069,55.756838,0303,11,2,"улица Николаева, дом 4"
329,Парковка №0303 (328),37.568657,55.756131,0303,11,2,"улица Николаева, дом 4"
330,,,,,,,
331,Парковка №0303 (322),37.60807,55.757114,0303,9,3,"Газетный переулок, дом 3-5, строение 1"
332,Парковка №0303 (322),37.608626,55.75755,0303,9,3,"Газетный переулок, дом 3-5, строение 1"
333,,,,,,,
334,Парковка №0303 (332),37.538041,55.755587,0303,10,0,"Шмитовский проезд, дом 29, строение 1"
335,Парковка №0303 (332),37.539441,55.755923,0303,10,0,"Шмитовский проезд, дом 29, строение 1"
336,,,,,,,
337,Парковка №0303 (381),37.600477,55.757904,0303,7,2,"Тверской бульвар, дом 2"
338,Парковка №0303 (381),37.60067,55.758067,0303,7,2,"Тверской бульвар, дом 2"
339,Парковка №0303 (381),37.600955,55.758228,0303,7,2,"Тверской бульвар, дом 2"
340,,,,,,,
341,Парковка №0304 (13),37.621004,55.77286,0304,11,0,"Цветной бульвар, дом 23, строение 1"
342,Парковка №0304 (13),37.621011,55.772275,0304,11,0,"Цветной бульвар, дом 23, строение 1"
343,,,,,,,
344,Парковка №0304 (17),37.621038,55.770186,0304,8,0,"Цветной бульвар, дом 11, строение 2"
345,Парковка №0304 (17),37.621047,55.769845,0304,8,0,"Цветной бульвар, дом 11, строение 2"
346,,,,,,,
347,Парковка №0304 (19),37.621051,55.769586,0304,9,0,"Цветной бульвар, дом 9"
348,Парковка №0304 (19),37.621056,55.769213,0304,9,0,"Цветной бульвар, дом 9"
349,,,,,,,
350,Парковка №0304 (249),37.611716,55.773472,0304,11,3,"Садовая-Самотёчная улица, дом 1"
351,Парковка №0304 (249),37.611936,55.773482,0304,11,3,"Садовая-Самотёчная улица, дом 1"
352,,,,,,,
353,Парковка №0304 (201),37.603471,55.775599,0304,9,1,"Долгоруковская улица, дом 4"
354,Парковка №0304 (201),37.603658,55.775218,0304,9,1,"Долгоруковская улица, дом 4"
355,Парковка №0304 (201),37.603793,55.774876,0304,9,1,"Долгоруковская улица, дом 4"
356,,,,,,,
357,Парковка №0304 (8),37.5936,55.781927,0304,7,0,"Лесная улица, дом 61, строение 1"
358,Парковка №0304 (8),37.594153,55.782317,0304,7,0,"Лесная улица, дом 61, строение 1"
359,,,,,,,
360,Парковка №0304 (55),37.587147,55.778562,0304,8,0,"Лесная улица, дом 7"
361,Парковка №0304 (55),37.58779,55.77819,0304,8,0,"Лесная улица, дом 7"
362,,,,,,,
363,Парковка №0304 (321),37.5909677,55.7719146,0304,10,0,"улица Юлиуса Фучика, дом 24/30, строение 1"
364,Парковка №0304 (321),37.591397,55.7721246,0304,10,0,"улица Юлиуса Фучика, дом 24/30, строение 1"
365,,,,,,,
366,Парковка №0304 (87),37.593895,55.773389,0304,9,0,"2-й Тверской-Ямской переулок, дом 10"
367,Парковка №0304 (87),37.59455,55.773752,0304,9,0,"2-й Тверской-Ямской переулок, дом 10"
368,,,,,,,
369,Парковка №0304 (108),37.587174,55.778743,0304,7,0,"4-й Лесной переулок, дом 4"
