,name,lon,lat,zNum,carCap,carDisCap,address
253,Парковка №0301 (227),37.603444,55.742099,0301,2,2,"2-й Обыденский переулок, дом 6/3, строение 1"
254,Парковка №0301 (227),37.603503,55.742074,0301,2,2,"2-й Обыденский переулок, дом 6/3, строение 1"
255,Парковка №0301 (227),37.603642,55.742029,0301,2,2,"2-й Обыденский переулок, дом 6/3, строение 1"
256,,,,,,,
257,Парковка №0301 (224),37.588375,55.744005,0301,1,0,"Глазовский переулок, дом 1/1"
258,Парковка №0301 (224),37.58837,55.743869,0301,1,0,"Глазовский переулок, дом 1/1"
259,,,,,,,
260,Парковка №0301 (221),37.590092,55.74366,0301,1,1,"Большой Могильцевский переулок, дом 7, строение 1"
261,Парковка №0301 (221),37.590478,55.743599,0301,1,1,"Большой Могильцевский переулок, дом 7, строение 1"
262,,,,,,,
263,Парковка №0301 (218),37.588445,55.746783,0301,1,0,"переулок Сивцев Вражек, дом 37/16"
264,Парковка №0301 (218),37.588466,55.746656,0301,1,0,"переулок Сивцев Вражек, дом 37/16"
265,,,,,,,
266,Парковка №0301 (216),37.588611,55.745772,0301,3,0,"Плотников переулок, дом 10"
267,Парковка №0301 (216),37.588627,55.745633,0301,3,0,"Плотников переулок, дом 10"
268,,,,,,,
269,Парковка №0301 (215),37.588654,55.745415,0301,3,0,"Плотников переулок, дом 10"
270,Парковка №0301 (215),37.588654,55.74524,0301,3,0,"Плотников переулок, дом 10"
271,,,,,,,
272,Парковка №0301 (214),37.588643,55.745097,0301,2,2,"Плотников переулок, дом 6/8"
273,Парковка №0301 (214),37.588633,55.744961,0301,2,2,"Плотников переулок, дом 6/8"
274,,,,,,,
275,Парковка №0301 (206),37.6058418,55.739219,0301,2,2,"Пречистенская набережная, дом 15, строение 2"
276,Парковка №0301 (206),37.605713,55.7389985,0301,2,2,"Пречистенская набережная, дом 15, строение 2"
277,,,,,,,
278,Парковка №0301 (58),37.588166,55.735053,0301,3,0,"улица Тимура Фрунзе, дом 20, строение 5"
279,Парковка №0301 (58),37.588391,55.734902,0301,3,0,"улица Тимура Фрунзе, дом 20, строение 5"
280,,,,,,,
281,Парковка №0301 (60),37.58903,55.73442,0301,2,0,"улица Тимура Фрунзе, дом 11, строение 13"
282,Парковка №0301 (60),37.589255,55.734275,0301,2,0,"улица Тимура Фрунзе, дом 11, строение 13"
283,,,,,,,
284,Парковка №0301 (71),37.589105,55.734448,0301,3,0,"улица Тимура Фрунзе, дом 16"
285,Парковка №0301 (71),37.589405,55.734248,0301,3,0,"улица Тимура Фрунзе, дом 16"
286,,,,,,,
287,Парковка №0301 (74),37.588649,55.736166,0301,3,0,"Зубовский проезд, дом 1"
288,Парковка №0301 (74),37.588863,55.736338,0301,3,0,"Зубовский проезд, дом 1"
289,,,,,,,
290,Парковка №0301 (81),37.585004,55.735132,0301,1,0,"улица Льва Толстого, дом 23, строение 5"
291,Парковка №0301 (81),37.585179,55.735013,0301,1,0,"улица Льва Толстого, дом 23, строение 5"
292,,,,,,,
293,Парковка №0301 (82),37.585827,55.734615,0301,2,0,"улица Тимура Фрунзе, дом 11, строение 60А"
294,Парковка №0301 (82),37.586146,55.734385,0301,2,0,"улица Тимура Фрунзе, дом 11, строение 60А"
295,,,,,,,
296,Парковка №0301 (93),37.590481,55.731829,0301,2,2,"улица Льва Толстого, дом 2/22, строение 2"
297,Парковка №0301 (93),37.590781,55.731693,0301,2,2,"улица Льва Толстого, дом 2/22, строение 2"
298,,,,,,,
299,Парковка №0301 (95),37.590109,55.734052,0301,3,3,"улица Тимура Фрунзе, дом 12"
