,name,lon,lat,zNum,carCap,carDisCap,address
113,Парковка №0303 (74),37.5562745332718,55.7564409866709,0303,27,3,"Мантулинская улица, дом 2, сооружение 1"
114,Парковка №0303 (74),37.5570684671402,55.7565134335415,0303,27,3,"Мантулинская улица, дом 2, сооружение 1"
115,Парковка №0303 (74),37.5578892230987,55.7565888988885,0303,27,3,"Мантулинская улица, дом 2, сооружение 1"
116,Парковка №0303 (74),37.5582593679428,55.7566371966339,0303,27,3,"Мантулинская улица, дом 2, сооружение 1"
117,,,,,,,
118,Парковка №0303 (130),37.539012,55.753672,0303,19,0,"улица Антонова-Овсеенко, дом 3"
119,Парковка №0303 (130),37.539323,55.753297,0303,19,0,"улица Антонова-Овсеенко, дом 3"
120,,,,,,,
121,Парковка №0303 (73),37.5564086437225,55.7565556941538,0303,18,3,"Мантулинская улица, дом 2"
122,Парковка №0303 (73),37.5571757555008,55.7566190849864,0303,18,3,"Мантулинская улица, дом 2"
123,Парковка №0303 (73),37.5579214096069,55.756694550129,0303,18,3,"Мантулинская улица, дом 2"
124,Парковка №0303 (73),37.5582808256149,55.7567368105451,0303,18,3,"Мантулинская улица, дом 2"
125,,,,,,,
126,Парковка №0303 (114),37.559499,55.755596,0303,31,3,"Краснопресненская набережная, дом 10, строение 5"
127,Парковка №0303 (114),37.560276,55.754732,0303,31,3,"Краснопресненская набережная, дом 10, строение 5"
128,,,,,,,
129,Парковка №0303 (100),37.566583,55.76224,0303,18,0,"улица Красная Пресня, дом 23, строение 1А"
130,Парковка №0303 (100),37.567498,55.762087,0303,18,0,"улица Красная Пресня, дом 23, строение 1А"
131,,,,,,,
132,Парковка №0303 (102),37.567912,55.762184,0303,16,0,"улица Красная Пресня, дом 26, строение 2"
133,Парковка №0303 (102),37.56915,55.761996,0303,16,0,"улица Красная Пресня, дом 26, строение 2"
134,,,,,,,
135,Парковка №0303 (104),37.5678161,55.7620884,0303,18,0,"улица Красная Пресня, дом 23, корпус Б, строение 1"
